               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,      metrics/1m_mAP,      metrics/1p_mAP,      metrics/1s_mAP,      metrics/1z_mAP,      metrics/2m_mAP,      metrics/2p_mAP,      metrics/2s_mAP,      metrics/2z_mAP,      metrics/3m_mAP,      metrics/3p_mAP,      metrics/3s_mAP,      metrics/3z_mAP,      metrics/4m_mAP,      metrics/4p_mAP,      metrics/4s_mAP,      metrics/4z_mAP,      metrics/5m_mAP,      metrics/5p_mAP,      metrics/5s_mAP,      metrics/5z_mAP,      metrics/6m_mAP,      metrics/6p_mAP,      metrics/6s_mAP,      metrics/6z_mAP,      metrics/7m_mAP,      metrics/7p_mAP,      metrics/7s_mAP,      metrics/7z_mAP,      metrics/8m_mAP,      metrics/8p_mAP,      metrics/8s_mAP,      metrics/9m_mAP,      metrics/9p_mAP,      metrics/9s_mAP,   metrics/1m_mAP_50,   metrics/1p_mAP_50,   metrics/1s_mAP_50,   metrics/1z_mAP_50,   metrics/2m_mAP_50,   metrics/2p_mAP_50,   metrics/2s_mAP_50,   metrics/2z_mAP_50,   metrics/3m_mAP_50,   metrics/3p_mAP_50,   metrics/3s_mAP_50,   metrics/3z_mAP_50,   metrics/4m_mAP_50,   metrics/4p_mAP_50,   metrics/4s_mAP_50,   metrics/4z_mAP_50,   metrics/5m_mAP_50,   metrics/5p_mAP_50,   metrics/5s_mAP_50,   metrics/5z_mAP_50,   metrics/6m_mAP_50,   metrics/6p_mAP_50,   metrics/6s_mAP_50,   metrics/6z_mAP_50,   metrics/7m_mAP_50,   metrics/7p_mAP_50,   metrics/7s_mAP_50,   metrics/7z_mAP_50,   metrics/8m_mAP_50,   metrics/8p_mAP_50,   metrics/8s_mAP_50,   metrics/9m_mAP_50,   metrics/9p_mAP_50,   metrics/9s_mAP_50
                  74,            0.020078,            0.018615,           0.0084294,             0.99321,             0.99069,             0.99259,             0.82477,            0.017776,            0.031201,           0.0034308,            0.002773,            0.002773,            0.002773,             0.83402,             0.83173,             0.82365,             0.82071,             0.82402,             0.79153,             0.88587,             0.83934,             0.81087,             0.81886,             0.84552,             0.81834,             0.79773,              0.8296,             0.83167,             0.82305,             0.83983,              0.8177,             0.81315,             0.81129,             0.83264,             0.83333,             0.82521,             0.86775,             0.83216,             0.76666,             0.76131,             0.83839,             0.84082,             0.83488,             0.82301,             0.85195,              0.8085,             0.81693,               0.995,               0.995,               0.995,             0.97961,             0.99493,               0.995,               0.995,             0.99489,             0.98006,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,             0.96602,             0.98375,               0.995,               0.995,               0.995,             0.99054,             0.99329,               0.995,               0.995,               0.995,               0.995,             0.99483,             0.99294,             0.99221,               0.995
                  75,            0.020174,             0.01834,           0.0080654,               0.992,              0.9893,             0.99235,             0.82493,            0.017714,            0.031212,           0.0035821,            0.002674,            0.002674,            0.002674,             0.83119,             0.82765,             0.82882,             0.81787,             0.82711,             0.80145,             0.88565,             0.84537,             0.81376,             0.81921,             0.83588,               0.807,             0.80202,             0.83297,             0.82737,             0.82255,             0.84542,             0.81778,             0.80619,             0.81113,             0.82582,             0.84452,             0.82028,             0.86634,             0.82438,             0.77034,             0.76914,             0.83972,             0.83884,             0.83079,             0.82655,             0.85348,             0.81607,               0.815,               0.995,               0.995,               0.995,             0.97991,             0.99447,               0.995,               0.995,             0.99489,             0.97305,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99493,               0.995,               0.995,               0.995,             0.96768,             0.97638,               0.995,               0.995,             0.99496,              0.9909,             0.99321,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99461,             0.99484,               0.995
                  76,            0.019931,            0.018462,           0.0080673,             0.99494,             0.99026,             0.99249,              0.8287,            0.017646,            0.031112,           0.0034347,            0.002575,            0.002575,            0.002575,             0.83807,             0.83826,             0.82744,             0.82466,             0.82825,             0.80184,             0.88111,             0.84301,             0.81253,             0.83277,             0.83749,             0.80859,             0.81216,             0.84271,             0.83345,             0.82782,             0.85023,             0.81547,             0.80492,             0.80677,             0.82739,              0.8396,             0.82692,             0.87288,             0.83724,              0.7677,             0.77239,             0.84379,             0.84715,             0.83559,             0.83486,             0.85424,             0.81673,             0.83193,               0.995,               0.995,               0.995,             0.98198,               0.995,               0.995,               0.995,             0.99489,             0.97704,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99495,               0.995,               0.995,               0.995,             0.96266,              0.9799,               0.995,               0.995,             0.99494,             0.99112,             0.99357,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99426,             0.99448,               0.995
                  77,            0.019967,            0.018918,           0.0081123,             0.99275,             0.99045,             0.99221,             0.82925,            0.017578,            0.031198,           0.0034546,            0.002476,            0.002476,            0.002476,              0.8355,              0.8427,             0.82328,             0.82373,             0.82544,             0.80372,              0.8836,             0.84738,             0.81835,             0.83113,             0.84505,             0.81787,             0.80992,             0.84227,              0.8471,             0.83088,             0.84925,             0.82143,             0.79761,             0.80975,             0.83288,              0.8435,             0.82588,             0.86931,             0.83118,             0.76312,             0.76948,             0.84772,             0.84495,             0.83303,             0.83074,             0.85302,              0.8164,             0.82739,               0.995,               0.995,               0.995,             0.97707,             0.99475,               0.995,               0.995,             0.99493,             0.97879,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99489,               0.995,               0.995,               0.995,             0.95328,             0.98702,             0.99498,               0.995,             0.99477,             0.99196,             0.99103,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99163,             0.99491,               0.995
                  78,            0.019721,            0.018115,           0.0078632,             0.99295,             0.99065,             0.99239,             0.82778,            0.017767,            0.031403,           0.0034047,            0.002377,            0.002377,            0.002377,              0.8264,             0.84267,             0.82259,             0.82099,             0.81534,             0.80729,             0.88913,             0.84854,              0.8184,             0.82861,             0.84321,             0.82241,             0.80686,             0.83845,             0.83324,             0.82989,              0.8435,             0.81975,             0.80477,             0.79952,             0.83227,              0.8356,             0.83322,             0.87134,             0.83558,             0.74954,             0.78212,             0.83885,             0.84053,             0.83819,             0.82867,             0.85613,             0.81535,             0.82564,               0.995,               0.995,               0.995,             0.97919,             0.99404,               0.995,               0.995,             0.99478,             0.98005,               0.995,               0.995,               0.995,             0.99481,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,             0.95258,             0.98649,               0.995,               0.995,             0.99468,             0.99436,             0.99179,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99354,             0.99494,               0.995
                  79,            0.019729,            0.018297,           0.0078349,             0.99219,             0.98911,             0.99236,             0.82788,            0.017734,            0.031356,           0.0034996,            0.002278,            0.002278,            0.002278,             0.82516,             0.83486,             0.82734,             0.82504,             0.82254,             0.80118,             0.88564,             0.84228,             0.81321,             0.82784,             0.84487,             0.81788,             0.80429,             0.83209,             0.83589,             0.83354,             0.84202,             0.82181,             0.80574,             0.80215,             0.83302,             0.83857,             0.82724,             0.86632,              0.8348,             0.77144,             0.77248,             0.84155,             0.84813,             0.83474,              0.8309,             0.85416,             0.82516,               0.824,               0.995,               0.995,               0.995,             0.98178,             0.99485,               0.995,               0.995,             0.99483,             0.97609,               0.995,               0.995,               0.995,             0.99498,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,             0.95178,              0.9828,             0.99498,               0.995,               0.995,             0.99441,             0.99416,             0.99494,               0.995,               0.995,               0.995,              0.9949,             0.99472,             0.99495,               0.995
                  80,            0.019439,            0.017454,           0.0078175,             0.99264,              0.9888,             0.99227,             0.82748,            0.017669,            0.031362,           0.0035794,            0.002179,            0.002179,            0.002179,             0.83305,             0.82951,             0.82439,             0.82369,             0.82041,             0.80365,             0.87833,             0.84463,             0.80792,             0.81841,             0.84253,             0.81904,             0.81382,             0.83157,             0.84023,             0.83004,             0.84354,             0.82583,             0.80756,             0.80407,             0.83152,             0.83356,             0.82306,             0.86892,             0.83554,             0.77816,             0.76695,             0.84642,             0.84484,             0.83514,             0.83016,             0.85703,               0.823,             0.81795,               0.995,               0.995,               0.995,             0.98255,             0.99485,               0.995,               0.995,             0.99482,              0.9704,               0.995,             0.99498,               0.995,               0.995,               0.995,             0.99478,               0.995,               0.995,               0.995,               0.995,             0.95219,               0.986,               0.995,             0.99496,               0.995,             0.99354,             0.99351,             0.99492,               0.995,               0.995,               0.995,               0.995,             0.99476,             0.99494,               0.995
                  81,            0.019548,             0.01794,           0.0077661,             0.99167,             0.98937,             0.99228,             0.82629,            0.017791,            0.031702,           0.0034939,             0.00208,             0.00208,             0.00208,             0.83289,             0.82911,             0.81708,             0.81645,             0.82257,             0.79916,             0.88115,              0.8437,             0.81083,             0.82175,             0.83913,             0.82197,             0.81312,             0.83037,             0.83448,             0.82086,             0.84014,             0.82086,             0.80526,             0.80537,             0.83167,              0.8364,             0.82507,             0.86477,             0.83632,             0.77696,             0.75987,             0.84352,             0.84221,             0.83975,             0.83072,             0.85367,             0.82326,             0.82328,               0.995,               0.995,               0.995,              0.9794,             0.99478,               0.995,               0.995,             0.99485,             0.97819,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99427,               0.995,               0.995,               0.995,             0.94923,             0.98602,             0.99494,               0.995,               0.995,             0.99326,             0.99375,               0.995,               0.995,             0.99447,               0.995,             0.99493,             0.99477,             0.99467,               0.995
                  82,            0.019322,            0.017562,           0.0078178,             0.99253,             0.99002,             0.99231,             0.82781,            0.017772,            0.031789,           0.0033891,            0.001981,            0.001981,            0.001981,             0.83737,             0.82949,             0.82439,               0.825,             0.82866,             0.80657,             0.87862,             0.84785,             0.81384,              0.8173,             0.84373,             0.82837,              0.8082,             0.83423,             0.83484,             0.83063,             0.84397,             0.82444,             0.80482,             0.80769,             0.83224,             0.83397,             0.83046,             0.87057,             0.83395,             0.76903,             0.76003,             0.84781,             0.84305,             0.83241,             0.82779,             0.85305,             0.82148,              0.8196,               0.995,               0.995,               0.995,             0.98228,             0.99487,               0.995,               0.995,             0.99493,             0.97832,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99498,               0.995,               0.995,             0.99321,             0.95215,              0.9884,               0.995,               0.995,             0.99496,             0.99163,             0.99327,               0.995,               0.995,               0.995,               0.995,               0.995,             0.98986,             0.99471,               0.995
                  83,            0.019549,            0.017822,           0.0077917,              0.9922,             0.99137,             0.99221,             0.82828,            0.017711,            0.031698,           0.0034662,            0.001882,            0.001882,            0.001882,             0.83778,             0.82739,             0.82945,             0.83201,             0.82849,             0.79785,             0.87934,             0.85199,             0.80266,             0.82006,             0.84431,             0.82674,             0.81505,             0.83515,             0.83657,              0.8268,             0.84437,             0.82643,             0.80108,              0.8028,             0.83397,             0.83862,             0.82835,             0.87015,              0.8342,             0.75977,             0.76786,             0.84764,              0.8533,             0.83672,             0.82801,             0.85405,             0.81476,             0.82781,               0.995,               0.995,               0.995,             0.98741,             0.99478,               0.995,               0.995,             0.99496,             0.96697,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,             0.95716,             0.98155,               0.995,               0.995,               0.995,             0.99322,             0.99203,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99227,              0.9948,               0.995
                  84,            0.019206,            0.017362,           0.0078038,             0.99073,             0.99001,             0.99136,             0.82627,            0.017723,            0.031708,            0.003609,            0.001783,            0.001783,            0.001783,             0.83385,             0.82932,             0.82834,             0.83156,             0.82278,             0.79903,              0.8774,             0.85103,             0.80445,              0.8189,             0.84318,             0.82662,             0.80175,             0.82746,             0.83027,               0.829,             0.84306,             0.82054,             0.80652,              0.8063,             0.81893,             0.83597,             0.83625,             0.87041,             0.83543,             0.76165,              0.7631,             0.84718,             0.84389,             0.83423,             0.83132,             0.84212,             0.81352,             0.82768,               0.995,               0.995,               0.995,             0.98926,             0.99307,               0.995,               0.995,             0.99496,             0.96465,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,             0.95191,             0.97155,             0.99497,               0.995,               0.995,             0.99271,             0.99238,               0.995,               0.995,               0.995,               0.995,               0.995,             0.98099,             0.99473,               0.995
                  85,            0.019139,            0.017386,           0.0076855,             0.99187,             0.98941,             0.99148,             0.82572,            0.017747,             0.03183,           0.0034783,            0.001684,            0.001684,            0.001684,             0.83328,             0.83412,             0.83057,             0.83168,             0.82598,             0.79158,             0.87022,             0.84414,             0.80502,             0.83009,             0.84098,             0.82604,             0.80193,             0.83308,             0.83176,             0.82507,             0.84387,             0.81802,             0.80077,             0.79883,             0.81499,             0.83077,              0.8316,             0.87462,             0.83232,             0.76201,             0.76498,             0.84767,             0.84311,             0.83518,              0.8224,             0.85311,             0.81625,             0.82832,               0.995,               0.995,               0.995,              0.9875,             0.99389,               0.995,               0.995,             0.99495,             0.96469,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99493,               0.995,               0.995,               0.995,             0.95192,             0.96572,               0.995,               0.995,               0.995,              0.9934,             0.99422,               0.995,               0.995,               0.995,               0.995,               0.995,             0.98919,             0.99484,               0.995
                  86,            0.018763,            0.016946,           0.0075396,             0.99312,             0.99069,             0.99231,             0.82605,             0.01773,            0.031895,           0.0033095,            0.001585,            0.001585,            0.001585,             0.83443,             0.83263,             0.82956,             0.82751,             0.83739,             0.79588,              0.8722,             0.84435,             0.80968,             0.83077,              0.8383,             0.82252,             0.80427,             0.83283,             0.83784,             0.82276,             0.83691,             0.82149,             0.79718,             0.79104,             0.82931,             0.83175,             0.83279,             0.86336,             0.83529,              0.7653,             0.76563,             0.84814,             0.83855,             0.83686,             0.82219,             0.85115,             0.81821,              0.8277,               0.995,               0.995,               0.995,             0.98494,             0.99478,               0.995,               0.995,             0.99495,             0.97654,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,             0.95398,             0.98034,               0.995,               0.995,               0.995,             0.99221,             0.99442,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99139,             0.99494,               0.995
                  87,            0.018987,            0.016899,           0.0078407,             0.99238,             0.98958,             0.99223,             0.82494,            0.017801,              0.0321,           0.0033854,            0.001486,            0.001486,            0.001486,             0.82751,             0.82462,             0.82678,             0.82097,             0.82929,             0.79665,             0.87358,             0.84078,             0.80528,             0.83581,             0.83734,             0.82865,             0.80562,             0.83285,             0.82866,             0.81634,             0.84021,             0.82058,             0.79812,               0.802,             0.82829,             0.83323,             0.83223,             0.86314,             0.83497,             0.76785,             0.76322,              0.8435,             0.84155,             0.83972,             0.82037,             0.84488,             0.81996,             0.82341,               0.995,               0.995,               0.995,             0.98454,             0.99405,               0.995,               0.995,             0.99493,             0.97432,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99498,               0.995,               0.995,             0.99496,             0.95264,             0.98265,               0.995,               0.995,               0.995,             0.99111,             0.99469,               0.995,               0.995,               0.995,               0.995,               0.995,              0.9919,             0.99494,               0.995
                  88,            0.018628,            0.017149,            0.007408,             0.99367,             0.99117,             0.99235,             0.82814,            0.017728,            0.032099,           0.0033312,            0.001387,            0.001387,            0.001387,             0.82821,             0.82603,             0.82674,              0.8264,             0.83782,             0.79439,             0.88068,              0.8497,             0.80944,             0.83831,             0.84384,             0.82761,              0.8044,             0.83369,             0.83847,             0.81962,             0.84351,             0.83099,             0.80754,             0.80677,             0.82514,              0.8331,             0.83465,             0.86426,             0.84029,             0.77491,             0.76455,             0.84543,             0.83777,              0.8421,             0.82475,             0.84991,             0.81911,              0.8266,               0.995,               0.995,               0.995,             0.98709,             0.99421,               0.995,               0.995,             0.99493,             0.97165,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99496,             0.95282,             0.98401,               0.995,               0.995,               0.995,             0.99289,             0.99472,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99258,             0.99494,               0.995
                  89,             0.01874,            0.017185,           0.0074278,             0.99319,             0.99122,             0.99227,             0.82957,            0.017665,            0.032237,           0.0032852,            0.001288,            0.001288,            0.001288,             0.83177,             0.82524,             0.82721,             0.82468,             0.83169,             0.80322,             0.88469,             0.85355,             0.81267,             0.83326,             0.84533,             0.83012,             0.80817,             0.83634,             0.83459,             0.82582,             0.84263,             0.83013,             0.80931,             0.80187,             0.83512,             0.83453,             0.83195,             0.86989,             0.84379,             0.77363,             0.76823,             0.84769,             0.84507,             0.84022,             0.82894,             0.85056,             0.81838,             0.82521,               0.995,               0.995,               0.995,             0.98495,             0.99452,               0.995,               0.995,             0.99496,             0.97193,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,              0.9522,             0.98238,               0.995,               0.995,               0.995,             0.99403,             0.99457,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99278,             0.99494,               0.995
                  90,            0.018638,            0.016625,           0.0074565,             0.99323,             0.99031,             0.99221,             0.82968,            0.017681,            0.032187,           0.0032974,            0.001189,            0.001189,            0.001189,             0.83374,             0.82675,             0.83085,             0.82711,             0.83367,             0.80597,             0.88303,             0.85283,               0.809,             0.83542,             0.84343,             0.82788,             0.80548,             0.83628,              0.8409,             0.82431,             0.83882,             0.83084,             0.80973,             0.80323,              0.8339,             0.83473,             0.82765,             0.86133,             0.84018,             0.77581,             0.77368,             0.84751,             0.84106,             0.83888,             0.83183,             0.85473,             0.81844,              0.8302,               0.995,               0.995,               0.995,             0.98697,             0.99477,               0.995,               0.995,             0.99493,             0.97243,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99218,               0.995,               0.995,             0.99496,              0.9519,             0.97978,               0.995,               0.995,               0.995,             0.99414,             0.99415,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99388,             0.99494,               0.995
                  91,            0.018029,            0.016416,            0.007332,             0.99181,             0.98936,             0.99204,             0.82856,            0.017704,            0.032279,            0.003436,             0.00109,             0.00109,             0.00109,             0.83399,             0.82798,             0.83497,             0.82771,             0.83391,             0.80863,             0.88277,             0.84835,             0.80486,             0.83377,             0.84229,             0.82561,             0.79885,             0.83408,              0.8373,             0.82492,             0.83312,             0.82578,              0.8116,             0.80393,             0.83453,              0.8332,             0.83322,             0.86109,             0.83929,             0.78095,             0.76809,             0.84672,              0.8336,             0.83638,             0.82956,             0.85439,             0.82007,             0.82551,               0.995,               0.995,               0.995,             0.98437,             0.99468,               0.995,               0.995,             0.99491,             0.96846,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99348,               0.995,               0.995,             0.99494,             0.95211,             0.98106,               0.995,               0.995,             0.99496,             0.99225,             0.99445,               0.995,               0.995,               0.995,               0.995,             0.99495,              0.9937,             0.99494,               0.995
                  92,            0.018325,            0.016709,            0.007363,             0.99206,             0.98909,               0.992,              0.8287,            0.017667,            0.032191,           0.0035114,            0.000991,            0.000991,            0.000991,             0.83157,             0.83143,             0.83225,              0.8241,             0.83482,             0.80332,             0.88373,              0.8525,             0.80912,             0.83213,             0.84365,             0.82663,             0.80611,             0.82796,             0.83585,             0.82564,             0.83488,             0.82813,             0.81085,             0.80369,              0.8342,             0.83946,             0.83167,             0.86263,               0.839,             0.77554,             0.76842,             0.84406,             0.83699,             0.83248,             0.83067,             0.85579,             0.81819,             0.82833,               0.995,               0.995,               0.995,             0.98424,             0.99475,               0.995,               0.995,             0.99493,              0.9688,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99498,               0.995,               0.995,             0.99498,             0.95363,             0.97823,               0.995,               0.995,             0.99498,             0.99088,             0.99468,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99305,             0.99494,               0.995
                  93,             0.01815,            0.016272,           0.0071743,              0.9921,             0.98982,             0.99191,              0.8287,            0.017704,            0.032438,            0.003489,            0.000892,            0.000892,            0.000892,             0.83515,             0.82633,             0.83297,             0.82593,             0.83605,             0.80011,              0.8823,             0.85127,              0.8031,             0.83437,             0.83364,             0.83024,             0.80099,              0.8348,             0.83866,              0.8277,             0.84131,             0.82716,             0.80706,             0.80536,             0.83007,              0.8363,             0.83153,             0.86204,              0.8441,              0.7789,             0.77057,             0.84568,             0.83657,             0.83492,             0.82624,              0.8552,                0.82,             0.82914,               0.995,               0.995,               0.995,             0.98369,             0.99498,               0.995,               0.995,             0.99493,              0.9674,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99496,             0.95282,             0.97618,               0.995,               0.995,              0.9921,             0.99323,             0.99467,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99495,             0.99492,               0.995
                  94,            0.018071,            0.016189,           0.0071513,             0.99135,             0.98933,             0.99181,             0.82851,            0.017733,            0.032565,           0.0035205,            0.000793,            0.000793,            0.000793,             0.83738,             0.82768,             0.83109,             0.82341,             0.83159,             0.80241,             0.88443,             0.85126,             0.80092,             0.83501,              0.8381,             0.82924,             0.79937,             0.83158,             0.84367,             0.82955,             0.84165,             0.82408,             0.81001,             0.80489,             0.83393,             0.83254,             0.82853,             0.85504,             0.84385,             0.77838,             0.76882,             0.84808,             0.83818,             0.83259,             0.82645,             0.85411,             0.82198,             0.82957,               0.995,               0.995,               0.995,             0.98349,             0.99495,               0.995,               0.995,             0.99493,             0.96386,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99494,             0.95196,             0.97793,               0.995,               0.995,             0.99213,             0.99283,             0.99466,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99481,             0.99494,               0.995
                  95,            0.017996,             0.01582,           0.0072278,             0.99237,             0.98953,             0.99207,             0.82797,            0.017788,            0.032722,           0.0034219,            0.000694,            0.000694,            0.000694,             0.82874,             0.82662,             0.82797,             0.82528,             0.83131,               0.796,             0.88668,             0.85056,             0.80687,             0.83627,             0.83669,             0.82908,             0.79542,             0.83556,              0.8429,             0.82187,             0.84285,             0.82764,             0.80822,             0.80297,             0.83677,             0.83547,             0.83277,             0.85842,             0.84114,             0.77282,             0.76879,             0.84384,             0.83832,             0.83181,             0.82682,             0.85735,             0.81905,               0.828,               0.995,               0.995,               0.995,             0.98374,             0.99495,               0.995,               0.995,             0.99493,             0.96848,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99496,             0.95228,             0.97872,               0.995,               0.995,             0.99474,             0.99316,             0.99469,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99497,             0.99481,               0.995
                  96,            0.018128,             0.01627,            0.007192,             0.99353,              0.9905,             0.99238,             0.82929,            0.017749,            0.032663,           0.0033501,            0.000595,            0.000595,            0.000595,             0.83265,             0.83251,             0.83142,             0.82532,             0.83125,             0.80109,             0.88585,             0.85304,             0.81339,             0.83591,             0.83672,              0.8262,             0.80319,             0.83106,             0.84576,             0.82086,             0.84282,             0.82716,             0.80576,             0.80393,             0.84068,             0.83817,             0.83327,              0.8627,             0.84263,             0.77503,             0.76771,             0.84545,             0.83518,             0.83528,             0.82654,             0.85711,             0.82194,             0.82841,               0.995,               0.995,               0.995,             0.98525,             0.99493,               0.995,               0.995,             0.99493,             0.97249,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99496,             0.95403,              0.9824,               0.995,               0.995,             0.99498,              0.9927,             0.99439,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99495,             0.99476,               0.995
                  97,            0.017763,            0.015844,           0.0070395,             0.99463,             0.99072,             0.99254,             0.82963,            0.017726,            0.032676,           0.0032884,            0.000496,            0.000496,            0.000496,             0.83219,              0.8285,             0.82701,             0.82515,             0.83341,             0.80132,             0.88407,              0.8534,             0.81644,               0.837,             0.83658,             0.82868,             0.80666,             0.83097,              0.8448,             0.81842,             0.84535,                0.83,             0.80902,             0.80581,             0.83781,             0.83779,             0.83643,             0.86372,             0.84296,             0.77862,               0.767,             0.84466,             0.83476,              0.8366,               0.828,              0.8542,             0.82146,             0.82869,               0.995,               0.995,               0.995,             0.98446,             0.99492,               0.995,               0.995,             0.99495,             0.97415,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99498,               0.995,             0.99498,             0.95732,             0.98318,               0.995,               0.995,               0.995,             0.99314,             0.99455,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99498,             0.99469,               0.995
                  98,            0.018019,            0.016163,           0.0071144,             0.99396,             0.98997,             0.99249,             0.82883,            0.017752,            0.032802,           0.0033412,            0.000397,            0.000397,            0.000397,             0.83424,             0.82484,             0.82492,             0.82344,             0.83224,             0.80211,             0.88146,             0.85552,              0.8145,             0.83612,             0.83532,             0.82775,             0.80685,             0.82971,             0.84131,             0.82045,             0.84402,             0.83077,             0.80937,             0.80485,             0.83625,             0.83275,             0.83522,              0.8651,             0.84219,             0.77427,             0.76562,              0.8453,             0.83702,             0.83433,             0.82677,             0.85452,             0.82078,             0.83045,               0.995,               0.995,               0.995,             0.98489,             0.99492,               0.995,               0.995,             0.99493,             0.97363,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99498,               0.995,             0.99496,             0.95745,             0.98261,               0.995,               0.995,               0.995,             0.99258,             0.99444,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99473,             0.99466,               0.995
                  99,            0.017681,             0.01591,           0.0069725,             0.99412,             0.99029,             0.99237,             0.82866,             0.01776,            0.032887,            0.003341,            0.000298,            0.000298,            0.000298,              0.8346,             0.82661,             0.82324,             0.82621,             0.83035,             0.80141,             0.88465,             0.85454,             0.81486,              0.8364,             0.83771,             0.82645,             0.80658,              0.8305,             0.84085,               0.821,             0.84022,             0.82956,             0.80822,              0.8057,             0.83594,             0.83338,             0.83227,             0.86629,             0.83943,             0.77186,             0.76253,             0.84559,             0.83933,             0.83332,             0.82723,             0.85631,             0.82097,             0.83021,               0.995,               0.995,               0.995,             0.98443,             0.99498,               0.995,               0.995,             0.99493,             0.97328,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,               0.995,             0.99498,               0.995,             0.99494,             0.95662,             0.98001,               0.995,               0.995,               0.995,             0.99272,             0.99444,               0.995,               0.995,               0.995,               0.995,               0.995,              0.9946,             0.99478,               0.995
